umur,jenis_kelamin,tinggi_cm,berat_kg,bmi,label
6,L,112.3,20.7,16.39,Normal
6,P,114.5,22.0,16.78,Normal
9,L,128.4,30.2,18.32,Gemuk
10,L,135.4,31.6,17.22,Normal
11,L,140.2,33.8,17.22,Normal
7,P,120.3,24.7,17.06,Normal
11,P,144.9,33.9,16.16,Normal
10,P,134.7,25.0,13.78,Kurus
9,L,127.0,31.2,19.33,Gemuk
7,P,118.0,21.9,15.76,Normal
9,L,129.3,26.6,15.9,Normal
12,P,146.8,41.2,19.1,Gemuk
11,L,137.5,38.1,20.17,Gemuk
7,L,114.8,23.5,17.82,Normal
11,L,141.9,39.9,19.82,Gemuk
7,P,115.9,25.0,18.62,Gemuk
7,P,114.7,22.4,17.01,Normal
10,L,135.9,31.6,17.1,Normal
11,P,144.1,35.2,16.96,Normal
7,L,123.0,21.6,14.25,Normal
7,L,115.3,18.0,13.55,Kurus
6,P,112.4,22.0,17.43,Normal
10,P,131.8,36.0,20.7,Gemuk
7,L,118.5,20.3,14.44,Normal
10,L,135.4,27.6,15.08,Normal
10,P,135.5,36.0,19.6,Gemuk
12,L,148.6,38.8,17.56,Normal
8,L,124.7,26.5,17.01,Normal
11,L,140.3,39.6,20.12,Gemuk
7,P,121.2,18.0,12.26,Kurus
6,P,118.0,19.0,13.66,Kurus
6,P,118.0,21.7,15.58,Normal
9,P,130.2,32.3,19.08,Gemuk
11,P,141.5,35.1,17.52,Normal
7,P,123.0,23.4,15.48,Normal
11,P,142.5,30.3,14.92,Normal
11,P,136.6,37.0,19.8,Gemuk
9,L,127.7,31.8,19.46,Gemuk
9,P,127.8,31.1,19.02,Gemuk
12,L,148.1,33.7,15.34,Normal
9,L,130.0,30.2,17.85,Normal
9,P,128.8,28.1,16.96,Normal
12,P,146.9,43.0,19.92,Gemuk
12,L,147.9,43.7,19.99,Gemuk
9,P,127.4,31.5,19.42,Gemuk
9,L,126.7,31.2,19.43,Gemuk
12,P,145.5,41.1,19.43,Gemuk
9,L,128.1,28.3,17.25,Normal
12,L,141.8,34.8,17.28,Normal
7,L,117.3,25.0,18.14,Gemuk
10,P,136.9,33.8,18.03,Gemuk
7,L,118.3,18.2,12.97,Kurus
7,P,115.8,23.3,17.38,Normal
8,L,122.2,27.7,18.57,Gemuk
10,P,130.4,37.2,21.85,Gemuk
8,P,123.4,22.3,14.66,Normal
9,L,130.6,29.2,17.12,Normal
12,P,145.2,41.6,19.72,Gemuk
7,L,117.6,21.1,15.24,Normal
11,P,140.8,35.3,17.8,Normal
12,L,146.2,37.3,17.44,Normal
11,P,141.1,37.4,18.79,Gemuk
12,P,146.4,40.0,18.65,Gemuk
10,L,132.2,33.5,19.18,Gemuk
6,L,112.6,22.0,17.35,Normal
12,P,142.5,34.7,17.09,Normal
10,L,132.1,29.8,17.06,Normal
6,L,113.1,22.0,17.21,Normal
8,L,121.5,23.7,16.06,Normal
9,L,129.7,24.6,14.64,Normal
6,L,112.8,20.0,15.75,Normal
11,L,140.2,36.4,18.5,Gemuk
11,P,143.6,36.3,17.6,Normal
10,P,131.4,34.7,20.11,Gemuk
8,L,127.1,28.7,17.75,Normal
11,P,144.3,33.2,15.94,Normal
8,L,125.5,25.9,16.48,Normal
6,P,110.2,17.5,14.38,Normal
8,L,122.0,21.6,14.53,Normal
12,P,144.4,40.1,19.23,Gemuk
6,L,115.7,17.1,12.78,Kurus
8,L,124.9,28.6,18.33,Gemuk
9,P,129.9,27.3,16.18,Normal
8,L,122.0,23.7,15.92,Normal
8,L,118.9,25.0,17.66,Normal
8,L,126.2,22.7,14.28,Normal
6,P,118.0,17.0,12.21,Kurus
11,P,140.7,36.4,18.37,Gemuk
7,L,116.7,21.1,15.5,Normal
9,L,126.9,29.0,17.97,Normal
12,P,147.9,39.4,18.01,Gemuk
9,L,123.0,27.6,18.23,Gemuk
10,P,130.7,29.5,17.3,Normal
12,P,145.1,36.7,17.45,Normal
12,L,143.7,36.8,17.81,Normal
12,P,145.2,39.2,18.61,Gemuk
10,P,132.4,31.1,17.75,Normal
6,P,115.3,20.6,15.53,Normal
10,L,135.4,38.0,20.72,Gemuk
9,L,125.0,24.0,15.36,Normal
12,L,151.1,40.2,17.63,Normal
9,L,126.5,32.6,20.39,Gemuk
7,L,117.7,24.0,17.32,Normal
9,L,126.3,24.8,15.55,Normal
11,L,137.9,31.1,16.34,Normal
11,L,142.8,36.4,17.83,Normal
11,L,142.6,35.8,17.61,Normal
12,L,145.1,41.4,19.65,Gemuk
6,P,112.6,22.0,17.36,Normal
12,P,144.3,37.5,18.02,Gemuk
9,L,128.8,29.3,17.64,Normal
12,P,142.5,43.9,21.63,Gemuk
11,P,139.6,34.9,17.92,Normal
10,L,133.6,35.8,20.08,Gemuk
12,L,143.7,41.8,20.21,Gemuk
6,L,113.5,22.0,17.09,Normal
11,L,140.6,37.3,18.86,Gemuk
8,P,126.9,25.4,15.77,Normal
8,P,122.6,26.8,17.86,Normal
11,L,138.6,34.3,17.85,Normal
10,L,134.8,25.8,14.21,Normal
6,P,116.1,17.0,12.6,Kurus
10,L,132.9,30.6,17.32,Normal
6,P,113.9,17.6,13.6,Kurus
10,P,131.5,32.0,18.49,Gemuk
10,P,134.2,30.0,16.63,Normal
8,L,122.5,20.0,13.32,Kurus
10,P,134.7,32.8,18.09,Gemuk
9,P,130.5,26.0,15.26,Normal
12,P,145.8,41.0,19.27,Gemuk
8,L,126.2,25.7,16.17,Normal
12,P,148.9,42.1,19.0,Gemuk
6,L,116.6,17.0,12.5,Kurus
10,P,133.5,28.4,15.92,Normal
7,L,121.8,18.0,12.14,Kurus
10,L,131.4,32.7,18.92,Gemuk
11,L,140.2,35.9,18.26,Gemuk
11,P,138.9,31.4,16.29,Normal
11,L,144.4,32.5,15.59,Normal
11,P,138.8,32.4,16.8,Normal
10,L,135.4,35.2,19.22,Gemuk
6,L,112.0,17.0,13.55,Kurus
8,L,118.0,25.0,17.93,Normal
6,L,110.0,19.0,15.72,Normal
8,P,124.6,26.2,16.88,Normal
8,P,121.5,28.1,19.01,Gemuk
12,L,143.6,39.4,19.09,Gemuk
12,P,144.8,37.6,17.94,Normal
10,P,136.1,32.4,17.5,Normal
12,L,147.3,33.7,15.53,Normal
9,L,132.9,24.8,14.03,Normal
10,L,137.2,26.4,14.03,Normal
11,L,139.1,33.8,17.48,Normal
12,P,147.8,39.9,18.29,Gemuk
12,L,145.4,39.1,18.47,Gemuk
10,L,138.9,28.8,14.93,Normal
8,L,125.2,29.0,18.49,Gemuk
12,L,145.5,37.6,17.77,Normal
7,P,118.8,25.0,17.71,Normal
7,L,121.0,19.5,13.34,Kurus
10,P,133.2,27.6,15.57,Normal
6,L,110.9,20.4,16.58,Normal
10,P,131.5,29.0,16.76,Normal
8,P,122.4,24.5,16.39,Normal
11,P,137.3,32.5,17.21,Normal
7,P,115.1,24.8,18.69,Gemuk
6,L,112.4,17.6,13.96,Kurus
7,P,115.8,23.3,17.36,Normal
8,L,122.2,26.2,17.54,Normal
11,P,141.6,32.0,15.99,Normal
12,P,145.4,33.7,15.93,Normal
7,L,118.3,24.7,17.67,Normal
6,P,115.4,22.0,16.53,Normal
7,L,121.4,24.7,16.74,Normal
6,P,116.1,17.0,12.62,Kurus
9,L,126.3,27.4,17.2,Normal
9,P,127.0,28.9,17.89,Normal
11,L,142.9,34.4,16.83,Normal
9,L,128.1,29.5,17.96,Normal
7,P,118.3,24.4,17.41,Normal
8,L,123.5,27.1,17.76,Normal
11,L,145.0,32.5,15.47,Normal
11,P,140.7,36.4,18.38,Gemuk
10,P,132.5,33.6,19.16,Gemuk
12,P,145.5,40.2,18.98,Gemuk
10,L,138.1,30.2,15.87,Normal
11,P,141.1,34.4,17.26,Normal
8,P,126.8,25.3,15.72,Normal
6,P,114.1,20.5,15.75,Normal
9,P,133.0,24.6,13.91,Kurus
8,P,122.1,27.4,18.38,Gemuk
12,P,146.9,39.0,18.09,Gemuk
10,L,132.5,29.1,16.61,Normal
9,P,123.0,31.9,21.1,Gemuk
12,P,144.9,35.1,16.71,Normal
6,L,112.4,17.0,13.45,Kurus
8,P,122.0,22.9,15.38,Normal
7,L,117.2,25.0,18.2,Gemuk
11,P,140.7,36.4,18.39,Gemuk
12,L,146.6,38.5,17.9,Normal
8,P,126.5,23.8,14.87,Normal
10,L,136.1,32.2,17.4,Normal
7,P,116.5,18.8,13.84,Kurus
8,P,121.8,25.5,17.21,Normal
11,L,142.0,32.3,16.01,Normal
7,P,119.8,19.4,13.54,Kurus
7,L,120.3,20.5,14.16,Normal
8,L,126.3,23.0,14.39,Normal
12,P,148.5,38.2,17.29,Normal
7,P,119.4,18.0,12.62,Kurus
9,P,128.1,32.7,19.9,Gemuk
9,L,125.8,27.6,17.44,Normal
7,L,117.4,21.4,15.54,Normal
12,P,142.6,45.3,22.3,Obesitas
12,P,150.2,37.4,16.55,Normal
7,L,115.2,21.7,16.33,Normal
8,L,122.6,28.1,18.68,Gemuk
10,L,130.0,30.0,17.75,Normal
10,P,137.1,34.9,18.56,Gemuk
6,P,110.0,22.0,18.18,Gemuk
7,P,118.1,18.0,12.94,Kurus
12,L,145.4,36.6,17.29,Normal
7,P,114.8,18.0,13.67,Kurus
6,P,111.6,19.4,15.58,Normal
9,L,125.2,29.6,18.9,Gemuk
6,P,116.1,18.3,13.57,Kurus
7,P,118.0,21.5,15.43,Normal
11,P,140.3,33.8,17.16,Normal
11,P,138.1,34.9,18.31,Gemuk
9,L,126.2,28.7,18.01,Gemuk
11,P,139.5,34.2,17.57,Normal
11,L,142.9,33.6,16.46,Normal
6,L,116.7,17.0,12.48,Kurus
6,P,117.0,22.0,16.07,Normal
10,L,134.6,28.4,15.69,Normal
10,P,136.2,30.5,16.44,Normal
11,P,141.8,40.1,19.92,Gemuk
10,L,137.7,32.9,17.34,Normal
7,P,120.7,23.7,16.25,Normal
10,L,135.0,26.0,14.3,Normal
12,L,146.0,34.6,16.26,Normal
11,P,143.9,33.0,15.93,Normal
11,P,143.1,34.8,17.01,Normal
8,L,119.0,22.6,15.94,Normal
12,L,143.7,40.4,19.54,Gemuk
12,L,143.5,40.1,19.47,Gemuk
10,L,134.0,27.3,15.21,Normal
6,L,118.0,19.1,13.74,Kurus
9,L,128.8,34.0,20.5,Gemuk
10,L,134.0,29.5,16.46,Normal
12,P,143.4,33.1,16.07,Normal
12,P,146.5,34.0,15.86,Normal
10,P,134.5,33.1,18.3,Gemuk
12,L,144.6,44.0,21.03,Gemuk
12,P,146.9,38.5,17.87,Normal
8,P,123.2,24.5,16.17,Normal
11,L,141.4,40.2,20.12,Gemuk
8,L,119.7,28.4,19.85,Gemuk
11,L,138.1,35.0,18.37,Gemuk
10,P,133.6,32.7,18.34,Gemuk
10,L,133.4,34.4,19.31,Gemuk
10,P,133.8,33.1,18.49,Gemuk
8,L,120.6,26.2,18.01,Gemuk
10,L,134.2,33.8,18.78,Gemuk
9,P,130.2,25.9,15.27,Normal
8,P,125.3,28.4,18.08,Gemuk
11,L,139.7,28.0,14.34,Normal
10,L,131.4,34.5,20.0,Gemuk
7,L,117.7,18.0,13.0,Kurus
11,P,143.1,32.2,15.7,Normal
12,P,148.6,38.4,17.4,Normal
12,P,147.3,39.1,18.0,Gemuk
12,L,145.2,37.9,17.95,Normal
12,P,146.6,39.2,18.25,Gemuk
12,L,146.8,39.3,18.26,Gemuk
9,L,124.6,28.9,18.66,Gemuk
7,P,119.8,23.4,16.28,Normal
12,L,143.8,37.4,18.1,Gemuk
8,P,123.5,22.8,14.95,Normal
7,L,119.6,21.7,15.15,Normal
8,L,119.7,25.1,17.51,Normal
8,P,123.1,25.1,16.56,Normal
8,L,119.8,23.1,16.09,Normal
9,L,132.7,25.5,14.47,Normal
10,P,135.4,29.8,16.22,Normal
9,L,128.7,30.9,18.64,Gemuk
7,P,117.9,20.7,14.9,Normal
12,L,147.2,40.0,18.44,Gemuk
6,P,111.5,22.0,17.71,Normal
10,P,135.6,30.7,16.7,Normal
12,L,149.4,39.7,17.79,Normal
7,P,120.2,18.4,12.72,Kurus
10,P,135.6,29.0,15.74,Normal
6,P,110.0,19.5,16.12,Normal
7,P,113.9,21.6,16.68,Normal
7,P,123.0,21.3,14.06,Normal
8,L,128.0,22.7,13.88,Kurus
11,L,139.0,35.3,18.26,Gemuk
8,P,126.6,22.2,13.83,Kurus
6,L,114.1,22.0,16.9,Normal
10,P,133.1,35.3,19.92,Gemuk
7,P,122.3,24.9,16.64,Normal
9,L,130.4,30.0,17.62,Normal
10,P,132.6,32.2,18.32,Gemuk
8,L,124.5,23.8,15.36,Normal
8,P,123.2,26.7,17.6,Normal
10,L,130.4,34.2,20.12,Gemuk
10,L,132.0,27.1,15.56,Normal
11,L,140.4,32.4,16.43,Normal
8,L,125.5,21.7,13.76,Kurus
7,L,117.8,22.9,16.54,Normal
12,L,143.6,40.6,19.7,Gemuk
6,L,115.4,22.0,16.52,Normal
11,L,142.4,37.5,18.49,Gemuk
12,L,149.1,42.0,18.91,Gemuk
10,L,134.7,29.1,16.05,Normal
9,L,126.1,22.0,13.83,Kurus
9,L,128.5,28.7,17.39,Normal
7,L,122.6,23.5,15.65,Normal
12,P,148.1,40.4,18.4,Gemuk
10,L,132.9,30.4,17.21,Normal
7,P,118.0,18.0,12.93,Kurus
7,P,114.8,18.8,14.25,Normal
12,P,144.2,38.9,18.72,Gemuk
8,P,124.6,25.0,16.14,Normal
11,P,139.0,38.6,19.98,Gemuk
6,L,113.7,17.0,13.15,Kurus
12,L,149.7,34.9,15.58,Normal
11,L,141.6,38.1,19.02,Gemuk
7,L,115.2,24.1,18.11,Gemuk
12,L,149.4,39.6,17.75,Normal
8,L,120.8,21.8,14.95,Normal
6,L,116.3,20.8,15.37,Normal
6,P,115.5,17.0,12.75,Kurus
11,L,139.4,34.0,17.49,Normal
8,L,122.1,25.3,16.99,Normal
10,L,136.7,27.9,14.93,Normal
6,L,112.4,18.9,14.92,Normal
8,L,122.4,26.5,17.69,Normal
11,P,139.4,35.7,18.36,Gemuk
6,L,115.2,17.1,12.87,Kurus
10,L,133.5,25.6,14.33,Normal
11,P,140.4,35.6,18.06,Gemuk
9,L,126.0,26.0,16.36,Normal
12,L,148.0,42.7,19.49,Gemuk
10,L,134.5,34.6,19.11,Gemuk
12,P,145.0,40.1,19.08,Gemuk
7,P,115.6,19.1,14.27,Normal
9,L,123.4,24.9,16.32,Normal
12,P,143.6,37.4,18.15,Gemuk
8,P,122.3,22.8,15.28,Normal
10,L,138.0,29.4,15.43,Normal
9,L,126.2,30.1,18.92,Gemuk
8,P,121.9,23.8,16.04,Normal
10,L,135.6,32.1,17.48,Normal
7,P,123.0,25.0,16.52,Normal
12,P,144.2,38.0,18.3,Gemuk
12,P,146.6,35.8,16.67,Normal
11,P,140.6,32.4,16.41,Normal
9,P,127.3,31.4,19.4,Gemuk
6,L,112.9,19.5,15.29,Normal
9,P,130.0,25.2,14.9,Normal
12,P,146.9,38.3,17.76,Normal
9,L,131.7,25.7,14.82,Normal
12,L,150.3,42.8,18.93,Gemuk
7,L,119.3,22.0,15.48,Normal
11,L,143.7,36.2,17.53,Normal
8,P,119.8,21.4,14.92,Normal
7,P,120.5,20.0,13.77,Kurus
9,P,130.5,25.3,14.88,Normal
8,P,121.3,29.0,19.71,Gemuk
12,L,145.1,39.9,18.97,Gemuk
8,L,122.2,21.4,14.34,Normal
10,P,133.8,35.2,19.69,Gemuk
10,L,130.8,29.4,17.2,Normal
6,L,114.5,18.8,14.32,Normal
11,L,143.0,36.9,18.04,Gemuk
7,P,118.3,19.7,14.05,Normal
7,P,123.0,23.8,15.76,Normal
9,L,128.8,28.5,17.21,Normal
7,L,118.3,18.0,12.85,Kurus
11,L,142.8,29.0,14.21,Normal
8,L,128.0,20.5,12.48,Kurus
11,L,138.2,41.7,21.85,Gemuk
7,L,116.2,18.0,13.32,Kurus
10,L,134.7,33.7,18.57,Gemuk
10,P,139.0,32.7,16.96,Normal
9,P,130.8,29.6,17.31,Normal
7,L,113.6,21.1,16.36,Normal
11,L,140.8,32.6,16.44,Normal
11,P,147.0,34.4,15.93,Normal
7,P,115.5,23.9,17.92,Normal
12,P,147.2,33.9,15.67,Normal
9,L,129.5,26.8,16.01,Normal
7,L,119.1,21.0,14.78,Normal
8,L,123.2,23.3,15.33,Normal
7,L,118.5,18.0,12.83,Kurus
8,L,121.1,28.0,19.11,Gemuk
8,P,126.8,21.4,13.3,Kurus
12,P,148.0,37.3,17.02,Normal
10,L,128.0,31.4,19.16,Gemuk
9,L,132.2,23.0,13.14,Kurus
8,P,125.7,23.0,14.58,Normal
9,P,126.6,27.7,17.26,Normal
7,L,119.7,25.0,17.44,Normal
8,L,126.3,24.6,15.4,Normal
9,P,126.0,32.3,20.33,Gemuk
9,L,129.2,29.8,17.87,Normal
6,L,112.6,18.4,14.53,Normal
11,P,137.7,30.4,16.01,Normal
8,L,121.2,20.0,13.61,Kurus
12,L,143.8,39.3,19.01,Gemuk
10,L,131.0,30.8,17.95,Normal
11,L,140.7,36.0,18.2,Gemuk
10,L,135.6,33.0,17.93,Normal
8,P,124.6,22.5,14.5,Normal
10,P,138.7,25.0,13.0,Kurus
11,P,142.6,32.5,15.97,Normal
7,L,121.9,22.4,15.05,Normal
11,P,142.6,39.8,19.58,Gemuk
12,P,150.6,38.1,16.78,Normal
11,L,137.7,38.9,20.53,Gemuk
9,P,133.0,26.3,14.88,Normal
8,P,128.0,23.9,14.58,Normal
6,L,110.8,17.0,13.85,Kurus
10,L,135.6,31.4,17.1,Normal
12,P,147.1,39.2,18.09,Gemuk
6,P,112.9,20.2,15.85,Normal
6,P,115.3,22.0,16.55,Normal
7,L,116.0,22.9,17.0,Normal
6,P,113.5,17.0,13.2,Kurus
6,L,111.2,17.0,13.75,Kurus
7,P,118.4,25.0,17.83,Normal
8,L,121.7,27.1,18.29,Gemuk
8,L,120.7,23.8,16.31,Normal
10,P,133.2,38.0,21.41,Gemuk
12,L,144.6,40.3,19.27,Gemuk
11,P,144.8,35.1,16.75,Normal
10,P,138.7,31.5,16.35,Normal
8,L,122.2,29.0,19.41,Gemuk
7,L,119.0,22.4,15.81,Normal
10,L,136.2,33.3,17.92,Normal
11,P,139.5,38.1,19.59,Gemuk
7,L,119.4,24.5,17.17,Normal
10,P,132.2,31.5,18.04,Gemuk
12,L,148.9,37.5,16.92,Normal
11,P,141.5,36.7,18.32,Gemuk
11,L,138.1,33.9,17.77,Normal
8,P,124.2,29.0,18.79,Gemuk
7,L,113.6,23.9,18.53,Gemuk
12,L,144.6,42.7,20.45,Gemuk
7,P,115.1,22.1,16.67,Normal
10,P,135.1,35.9,19.66,Gemuk
7,L,121.2,18.0,12.25,Kurus
6,P,114.5,22.0,16.77,Normal
7,P,121.1,22.8,15.55,Normal
8,L,120.6,23.1,15.92,Normal
8,P,119.7,26.3,18.39,Gemuk
7,L,118.6,21.3,15.1,Normal
11,P,136.0,32.9,17.78,Normal
9,L,129.4,28.3,16.87,Normal
12,L,147.4,35.2,16.22,Normal
11,L,142.6,30.4,14.97,Normal
11,P,147.0,39.5,18.28,Gemuk
12,L,149.6,39.5,17.65,Normal
12,L,143.7,39.4,19.05,Gemuk
7,P,118.8,20.1,14.21,Normal
8,L,127.4,26.9,16.59,Normal
9,L,127.7,31.5,19.3,Gemuk
7,P,114.3,18.0,13.78,Kurus
8,P,124.5,22.9,14.79,Normal
10,L,134.5,28.6,15.8,Normal
9,L,126.1,32.6,20.52,Gemuk
8,P,118.0,21.3,15.29,Normal
9,P,129.8,25.0,14.87,Normal
11,L,140.1,32.1,16.33,Normal
9,P,131.2,29.3,17.01,Normal
6,P,110.0,20.9,17.26,Normal
6,P,116.4,18.6,13.73,Kurus
11,L,142.4,42.1,20.78,Gemuk
11,P,140.0,33.5,17.12,Normal
8,L,121.7,28.5,19.26,Gemuk
11,L,138.1,34.3,17.99,Normal
9,L,129.4,24.8,14.83,Normal
9,L,130.3,31.3,18.44,Gemuk
12,P,146.6,37.4,17.43,Normal
12,L,145.3,44.5,21.07,Gemuk
9,P,130.3,28.9,17.0,Normal
12,L,144.0,39.4,19.03,Gemuk
12,L,148.0,38.0,17.33,Normal
11,L,141.6,39.4,19.61,Gemuk
6,L,111.9,21.6,17.22,Normal
12,P,148.7,41.5,18.79,Gemuk
6,P,117.3,17.0,12.36,Kurus
9,L,123.0,23.0,15.23,Normal
11,L,139.4,33.4,17.19,Normal
9,P,129.3,25.9,15.5,Normal
12,L,144.7,37.3,17.83,Normal
7,L,118.2,19.7,14.09,Normal
6,L,118.0,22.0,15.8,Normal
11,P,141.2,37.1,18.61,Gemuk
10,P,134.5,31.0,17.15,Normal
6,P,114.3,17.0,13.02,Kurus
11,P,135.5,30.3,16.47,Normal
7,P,119.9,21.6,15.04,Normal
10,L,135.8,29.7,16.1,Normal
12,P,147.8,36.5,16.7,Normal
11,L,135.5,36.8,20.03,Gemuk
8,P,122.1,23.7,15.9,Normal
6,L,113.0,22.0,17.22,Normal
8,L,121.7,25.6,17.27,Normal
12,P,144.5,34.9,16.72,Normal
12,L,148.3,38.2,17.36,Normal
8,P,125.1,21.4,13.64,Kurus
9,L,124.8,28.9,18.59,Gemuk
12,L,148.6,41.5,18.8,Gemuk
8,P,120.9,25.1,17.16,Normal
9,P,126.5,26.3,16.46,Normal
6,P,110.3,17.0,13.98,Kurus
12,L,146.2,37.4,17.49,Normal
11,L,142.1,33.8,16.76,Normal
9,L,131.7,31.9,18.36,Gemuk
7,L,119.6,22.8,15.92,Normal
8,L,121.7,25.8,17.4,Normal
10,L,133.7,30.4,17.03,Normal
7,P,117.6,18.0,13.02,Kurus
11,L,141.2,33.8,16.96,Normal
8,L,124.6,24.1,15.49,Normal
10,P,133.1,27.5,15.52,Normal
9,L,127.5,25.7,15.83,Normal
9,P,132.1,27.9,16.01,Normal
7,L,123.0,22.9,15.14,Normal
12,L,147.0,38.2,17.69,Normal
10,L,134.2,32.3,17.94,Normal
9,L,130.5,34.0,19.96,Gemuk
10,P,134.7,26.2,14.41,Normal
6,P,116.8,19.6,14.36,Normal
7,L,113.7,20.1,15.56,Normal
11,L,140.0,40.1,20.48,Gemuk
10,P,129.4,32.3,19.3,Gemuk
11,P,139.3,28.0,14.43,Normal
11,P,143.3,31.3,15.27,Normal
10,P,133.2,33.2,18.7,Gemuk
11,L,135.2,34.3,18.77,Gemuk
11,P,141.5,30.6,15.31,Normal
11,P,142.7,35.7,17.54,Normal
7,L,121.0,23.6,16.1,Normal
8,L,121.7,24.9,16.84,Normal
8,L,121.9,26.0,17.47,Normal
6,P,110.9,22.0,17.9,Normal
9,L,125.6,26.3,16.68,Normal
6,L,116.4,22.0,16.24,Normal
6,L,110.0,19.0,15.66,Normal
11,P,142.1,36.7,18.17,Gemuk
11,P,140.3,34.3,17.43,Normal
10,P,131.6,34.9,20.17,Gemuk
10,P,134.5,36.4,20.1,Gemuk
7,P,116.6,25.0,18.4,Gemuk
8,P,128.0,22.4,13.66,Kurus
10,L,134.8,34.2,18.81,Gemuk
11,L,140.5,41.0,20.76,Gemuk
8,L,123.9,27.0,17.59,Normal
12,P,148.7,33.9,15.34,Normal
12,L,148.8,31.3,14.15,Normal
10,L,134.2,30.3,16.82,Normal
6,P,115.6,20.0,14.93,Normal
10,P,137.6,28.8,15.21,Normal
9,L,127.1,31.0,19.19,Gemuk
6,L,113.3,21.2,16.53,Normal
10,L,128.0,33.7,20.56,Gemuk
7,L,113.9,20.1,15.51,Normal
7,P,117.9,20.4,14.71,Normal
7,P,120.0,18.0,12.49,Kurus
12,P,143.3,35.4,17.23,Normal
11,P,140.1,33.7,17.17,Normal
10,P,134.0,31.8,17.73,Normal
12,P,142.7,42.3,20.78,Gemuk
10,L,135.1,38.0,20.83,Gemuk
6,P,114.8,17.0,12.89,Kurus
10,P,134.7,33.4,18.4,Gemuk
12,P,148.7,41.5,18.79,Gemuk
12,L,147.7,41.4,18.96,Gemuk
7,P,121.1,21.0,14.3,Normal
10,L,130.6,32.0,18.76,Gemuk
12,P,146.2,32.4,15.15,Normal
11,P,143.5,33.2,16.14,Normal
7,L,115.3,23.4,17.64,Normal
10,P,136.1,28.8,15.53,Normal
8,L,122.8,27.0,17.86,Normal
10,L,137.6,28.0,14.8,Normal
12,L,149.9,38.0,16.94,Normal
11,P,140.3,38.7,19.68,Gemuk
8,L,125.6,20.0,12.67,Kurus
7,P,116.3,25.0,18.49,Gemuk
8,P,120.3,24.3,16.81,Normal
12,L,144.4,38.4,18.42,Gemuk
10,P,135.5,25.0,13.63,Kurus
7,P,115.4,19.5,14.63,Normal
7,P,116.2,18.0,13.32,Kurus
11,L,141.0,33.6,16.88,Normal
7,L,116.7,23.0,16.9,Normal
12,P,143.7,38.4,18.58,Gemuk
9,L,129.0,25.7,15.43,Normal
6,L,114.1,17.0,13.05,Kurus
6,P,110.6,20.9,17.11,Normal
7,L,116.9,24.0,17.57,Normal
11,P,140.9,38.0,19.13,Gemuk
12,P,143.7,42.9,20.81,Gemuk
12,L,147.3,35.2,16.22,Normal
8,L,124.2,21.1,13.66,Kurus
12,L,149.4,39.2,17.56,Normal
12,L,143.0,36.4,17.79,Normal
9,P,126.9,28.9,17.94,Normal
9,L,130.3,24.3,14.35,Normal
10,P,131.8,31.6,18.16,Gemuk
10,P,135.0,30.5,16.72,Normal
7,P,115.5,24.9,18.65,Gemuk
11,L,139.7,40.0,20.48,Gemuk
6,L,110.0,22.0,18.18,Gemuk
12,L,144.1,39.7,19.14,Gemuk
11,L,143.7,29.6,14.33,Normal
6,L,113.1,20.2,15.77,Normal
7,P,119.6,25.0,17.47,Normal
11,L,136.6,37.4,20.07,Gemuk
9,L,124.5,26.4,17.0,Normal
8,P,126.6,21.6,13.47,Kurus
11,L,141.2,34.3,17.21,Normal
12,L,144.8,35.2,16.77,Normal
12,P,150.7,37.7,16.59,Normal
12,P,145.8,40.3,18.95,Gemuk
11,P,138.5,36.0,18.8,Gemuk
9,P,127.9,32.3,19.76,Gemuk
6,P,115.7,18.4,13.75,Kurus
12,L,144.9,38.7,18.44,Gemuk
9,P,124.1,28.2,18.3,Gemuk
9,P,132.0,28.4,16.32,Normal
7,P,122.1,19.9,13.36,Kurus
6,L,117.6,22.0,15.91,Normal
7,P,117.9,24.4,17.54,Normal
12,L,142.6,37.1,18.23,Gemuk
8,P,123.1,26.5,17.51,Normal
11,P,145.9,32.6,15.29,Normal
6,P,112.9,19.1,14.95,Normal
12,P,144.6,43.3,20.68,Gemuk
12,P,147.1,37.2,17.18,Normal
12,L,144.2,39.9,19.22,Gemuk
11,L,140.2,33.0,16.8,Normal
8,L,125.1,23.7,15.16,Normal
11,P,141.9,38.9,19.35,Gemuk
12,L,146.7,38.7,17.97,Normal
12,L,144.4,36.5,17.5,Normal
10,P,129.9,29.6,17.57,Normal
7,P,119.9,18.1,12.58,Kurus
11,L,143.6,37.5,18.17,Gemuk
6,P,112.7,18.4,14.51,Normal
11,P,143.5,34.3,16.68,Normal
6,L,114.0,21.2,16.27,Normal
6,L,113.1,19.0,14.85,Normal
12,P,148.8,39.7,17.94,Normal
7,P,119.9,21.5,14.93,Normal
6,L,111.6,17.0,13.66,Kurus
12,L,144.0,44.4,21.42,Gemuk
12,P,145.1,43.8,20.81,Gemuk
6,P,111.4,21.4,17.24,Normal
8,P,124.5,20.1,12.98,Kurus
10,L,134.2,28.9,16.06,Normal
7,P,118.2,24.2,17.33,Normal
8,P,120.8,26.6,18.24,Gemuk
11,L,143.6,41.3,20.03,Gemuk
8,L,122.1,29.0,19.45,Gemuk
6,L,115.2,19.1,14.41,Normal
11,P,141.9,39.3,19.51,Gemuk
10,P,140.0,33.4,17.02,Normal
7,L,117.1,23.6,17.22,Normal
